Période,Trimestre,Nom du bénéficiaire,Ville,Province,Pays,Titre,Langue,Genre,Date,Valeur finale,Valeur originale,Type,Objectif, 
2020-2021,P4,Flimshow Inc.,Toronto,Ontario,Canada,IDOLE,Français,Comédie,2021-01-13,15000.00,15000.00,Avance,Programme d'aide au développement,0
2020-2021,P4,Flimshow Inc.,Toronto,Ontario,Canada,The Beauty of Others,Anglais,Drame historique,2021-01-13,15000.00,15000.00,Avance,Programme d'aide au développement,0
2020-2021,P4,BrancSeater Productions Inc.,Toronto,Ontario,Canada,Foreign Soil,Anglais,Drame historique,2021-03-05,15000.00,15000.00,Avance,Programme d'aide au développement,0
2020-2021,P4,BrancSeater Productions Inc.,Toronto,Ontario,Canada,FISH BOY,Anglais,Horreur/Suspense,2021-03-05,15000.00,15000.00,Avance,Programme d'aide au développement,0
2020-2021,P4,John Walker Productions Ltd.,Halifax,Nouvelle-Écosse,Canada,An Reiteach,Anglais,Drame,2021-01-07,15000.00,15000.00,Avance,Programme d'aide au développement,0
2020-2021,P4,Raised by Wolves  Productions Inc.,Toronto,Ontario,Canada,Subversives,Anglais,Drame historique,2021-01-21,15000.00,15000.00,Avance,Programme d'aide au développement,0
2020-2021,P4,Raised by Wolves  Productions Inc.,Toronto,Ontario,Canada,The Rabbit Queen,Anglais,Drame historique,2021-01-21,15000.00,15000.00,Avance,Programme d'aide au développement,0
2020-2021,P4,Pass Through Productions Inc.,North Vancouver,Colombie-Britannique,Canada,Bingo Nights,Anglais,Comédie,2021-03-03,18000.00,18000.00,Avance,Programme d'aide au développement,0
2020-2021,P4,Zapruder Films Inc.,Toronto,Ontario,Canada,Musical Beds,Anglais,Drame,2021-02-09,15000.00,15000.00,Avance,Programme d'aide au développement,0
2020-2021,P4,Zapruder Films Inc.,Toronto,Ontario,Canada,The Vice Guide,Anglais,Drame,2021-02-09,15000.00,15000.00,Avance,Programme d'aide au développement,0
2020-2021,P4,Collective Pictures Inc.,Toronto,Ontario,Canada,Closing Dynasty,Anglais,Drame,2021-01-29,15000.00,15000.00,Avance,Programme d'aide au développement,0
2020-2021,P4,Collective Pictures Inc.,Toronto,Ontario,Canada,Float,Anglais,Drame,2021-01-29,15000.00,15000.00,Avance,Programme d'aide au développement,0
2020-2021,P4,Gold Star Productions Inc.,West Vancouver,Colombie-Britannique,Canada,West of the Sun,Anglais,Western,2021-02-04,15000.00,15000.00,Avance,Programme d'aide au développement,0
2020-2021,P4,Les Productions Mégafun inc.,Westmount,Québec,Canada,THE WAR ON SCIENCE,Anglais,Documentaire,2021-03-22,15000.00,15000.00,Avance,Programme d'aide au développement,0
2020-2021,P4,Les Productions Mégafun inc.,Westmount,Québec,Canada,LE PLAN MAÎTRE,Français,Documentaire,2021-03-22,15000.00,15000.00,Avance,Programme d'aide au développement,0
2020-2021,P4,Nika Productions Inc.,Calgary,Alberta,Canada,Halfbreed,Anglais,Drame historique,2021-02-23,18000.00,18000.00,Avance,Programme d'aide au développement,0
2020-2021,P4,Northwood Productions Inc.,Toronto,Ontario,Canada,Medicine Walk,Anglais,Drame,2021-03-22,22500.00,22500.00,Avance,Programme d'aide au développement,0
2020-2021,P4,Northwood Productions Inc.,Toronto,Ontario,Canada,Up Ghost River,Anglais,Drame,2021-03-22,22500.00,22500.00,Avance,Programme d'aide au développement,0
2020-2021,P4,Karma Film Inc.,Saskatoon,Saskatchewan,Canada,The Truth About Monsters,Anglais,Action/Aventure,2021-02-17,15000.00,15000.00,Avance,Programme d'aide au développement,0
2020-2021,P4,Karma Film Inc.,Saskatoon,Saskatchewan,Canada,The Art of Dance,Anglais,Documentaire,2021-02-17,15000.00,15000.00,Avance,Programme d'aide au développement,0
2020-2021,P4,Les Productions Catbird Inc.,Montréal,Québec,Canada,Fireworks,Anglais,Documentaire,2021-01-12,15000.00,15000.00,Avance,Programme d'aide au développement,0
2020-2021,P4,Les Productions Catbird Inc.,Montréal,Québec,Canada,NoLandia,Anglais,Documentaire,2021-01-12,15000.00,15000.00,Avance,Programme d'aide au développement,0
2020-2021,P4,Circle Blue Films Inc.,Mississauga,Ontario,Canada,Pow Wow Summer,Anglais,Drame,2021-01-28,15000.00,15000.00,Avance,Programme d'aide au développement,0
2020-2021,P4,9393-1947 Québec inc.,Montreal,Québec,Canada,Les Anglos (working title),Anglais,Comédie,2021-01-13,15000.00,15000.00,Avance,Programme d'aide au développement,0
2020-2021,P4,9393-1947 Québec inc.,Montreal,Québec,Canada,Mists of Time (working title),Anglais,Horreur/Suspense,2021-01-13,15000.00,15000.00,Avance,Programme d'aide au développement,0
2020-2021,P4,Viddywell Films Inc.,Toronto,Ontario,Canada,Hike Surf F*ck,Anglais,Drame,2021-02-12,15000.00,15000.00,Avance,Programme d'aide au développement,0
2020-2021,P4,Viddywell Films Inc.,Toronto,Ontario,Canada,"You Go Your Way, I'll Go Your Way Too",Anglais,Drame,2021-02-12,15000.00,15000.00,Avance,Programme d'aide au développement,0
2020-2021,P4,Prowler Pictures Inc.,Vancouver,Colombie-Britannique,Canada,Post Partum,Anglais,Horreur/Suspense,2021-02-09,15000.00,15000.00,Avance,Programme d'aide au développement,0
2020-2021,P4,Prowler Pictures Inc.,Vancouver,Colombie-Britannique,Canada,Shining City,Anglais,Science-fiction/Film fantastique/Conte,2021-02-09,15000.00,15000.00,Avance,Programme d'aide au développement,0
2020-2021,P4,Sienna Films Inc.,Toronto,Ontario,Canada,Another Country,Anglais,Drame,2021-03-26,15000.00,15000.00,Avance,Programme d'aide au développement,0
2020-2021,P4,Sienna Films Inc.,Toronto,Ontario,Canada,Inheritance,Anglais,Horreur/Suspense,2021-03-26,15000.00,15000.00,Avance,Programme d'aide au développement,0
2020-2021,P4,Marina Cordoni Entertainment Inc.,Toronto,Ontario,Canada,Going Home Again,Anglais,Drame,2021-01-26,15000.00,15000.00,Avance,Programme d'aide au développement,0
2020-2021,P4,4Head Films Inc.,Winnipeg,Manitoba,Canada,Loops & Arrows,Anglais,Drame,2021-01-18,15000.00,15000.00,Avance,Programme d'aide au développement,0
2020-2021,P4,4Head Films Inc.,Winnipeg,Manitoba,Canada,Bouteille,Français,Drame,2021-01-18,15000.00,15000.00,Avance,Programme d'aide au développement,0
2020-2021,P4,Corvid Pictures Inc.,Toronto,Ontario,Canada,Black Circle,Anglais,Horreur/Suspense,2021-01-19,15000.00,15000.00,Avance,Programme d'aide au développement,0
2020-2021,P4,Six Island Productions Inc.,Toronto,Ontario,Canada,Year of the Woman,Anglais,Comédie,2021-01-25,15000.00,15000.00,Avance,Programme d'aide au développement,0
2020-2021,P4,Six Island Productions Inc.,Toronto,Ontario,Canada,The Hag,Anglais,Horreur/Suspense,2021-01-25,15000.00,15000.00,Avance,Programme d'aide au développement,0
2020-2021,P4,Scythia Films Inc.,Toronto,Ontario,Canada,The Eden Express,Anglais,Drame,2021-01-07,15000.00,15000.00,Avance,Programme d'aide au développement,0
2020-2021,P4,Eagle Vision Inc.,Winnipeg,Manitoba,Canada,Satan's Brew,Anglais,Comédie,2021-01-19,15000.00,15000.00,Avance,Programme d'aide au développement,0
2020-2021,P4,Eagle Vision Inc.,Winnipeg,Manitoba,Canada,My Only Sunshine,Anglais,Drame,2021-01-19,15000.00,15000.00,Avance,Programme d'aide au développement,0
2020-2021,P4,2429014 Ontario Inc.,Toronto,Ontario,Canada,Acid Rain Burns My Bass,Anglais,Documentaire,2021-01-14,15000.00,15000.00,Avance,Programme d'aide au développement,0
2020-2021,P4,First Generation Films Inc.,Toronto,Ontario,Canada,Bridge,Anglais,Drame,2021-03-05,15000.00,15000.00,Avance,Programme d'aide au développement,0
2020-2021,P4,First Generation Films Inc.,Toronto,Ontario,Canada,Hawksbill Station,Anglais,Science-fiction/Film fantastique/Conte,2021-03-05,35000.00,35000.00,Avance,Programme d'aide au développement,0
2020-2021,P4,Transcendence Film Ltd.,Cochrane,Alberta,Canada,The Burial,Anglais,Horreur/Suspense,2021-02-09,15000.00,15000.00,Avance,Programme d'aide au développement,0
2020-2021,P4,9219-3010 Québec Inc.,Montréal,Québec,Canada,Parand,Français,Drame,2021-01-12,15000.00,15000.00,Avance,Programme d'aide au développement,0
2020-2021,P4,9219-3010 Québec Inc.,Montréal,Québec,Canada,HOMO Sapienne,Autochtone,Drame,2021-01-12,15000.00,15000.00,Avance,Programme d'aide au développement,0
2020-2021,P4,Eye Steel Film Inc.,Montréal,Québec,Canada,Rediscovering Reality,Anglais,Documentaire,2021-01-27,15000.00,15000.00,Avance,Programme d'aide au développement,0
2020-2021,P4,Eye Steel Film Inc.,Montréal,Québec,Canada,Ultra,Anglais,Documentaire,2021-01-27,15000.00,15000.00,Avance,Programme d'aide au développement,0
2020-2021,P4,Chaos A Film Company Inc.,Calgary,Alberta,Canada,Berlin Blues,Anglais,Comédie,2021-02-01,15000.00,15000.00,Avance,Programme d'aide au développement,0
2020-2021,P4,Chaos A Film Company Inc.,Calgary,Alberta,Canada,Papwa,Anglais,Drame,2021-02-01,15000.00,15000.00,Avance,Programme d'aide au développement,0
2020-2021,P4,"Crawlspace Films, Inc.",St. John's,Terre-Neuve/Labrador,Canada,Rubber Whales,Anglais,Comédie,2021-01-04,15000.00,15000.00,Avance,Programme d'aide au développement,0
2020-2021,P4,"Crawlspace Films, Inc.",St. John's,Terre-Neuve/Labrador,Canada,Tunnel Vision,Anglais,Drame,2021-01-04,15000.00,15000.00,Avance,Programme d'aide au développement,0
2020-2021,P4,Les Films de La Mancha Inc.,Montréal,Québec,Canada,ONE FLESH,Anglais,Horreur/Suspense,2021-01-14,15000.00,15000.00,Avance,Programme d'aide au développement,0
2020-2021,P4,Les Films de La Mancha Inc.,Montréal,Québec,Canada,DARIUS LE GRAND,Français,Horreur/Suspense,2021-01-14,15000.00,15000.00,Avance,Programme d'aide au développement,0
2020-2021,P4,9360-1953 Québec inc.,Montreal,Québec,Canada,Look Before You Leap,Anglais,Documentaire,2021-01-06,15000.00,15000.00,Avance,Programme d'aide au développement,0
2020-2021,P4,9360-1953 Québec inc.,Montreal,Québec,Canada,Outpost,Anglais,Science-fiction/Film fantastique/Conte,2021-01-06,15000.00,15000.00,Avance,Programme d'aide au développement,0
2020-2021,P4,Fathom Film Group Ltd.,Toronto,Ontario,Canada,Smoke & Gifts,Anglais,Documentaire,2021-02-02,15000.00,15000.00,Avance,Programme d'aide au développement,0
2020-2021,P4,Fathom Film Group Ltd.,Toronto,Ontario,Canada,The Future is Sh*t,Anglais,Documentaire,2021-02-02,15000.00,15000.00,Avance,Programme d'aide au développement,0
2020-2021,P4,Bloom Films 1998 Inc.,Ste-Anne-des-Lacs,Québec,Canada,Burning Men (aka Route 66),Anglais,Action/Aventure,2021-01-15,15000.00,15000.00,Avance,Programme d'aide au développement,0
2020-2021,P4,Bloom Films 1998 Inc.,Ste-Anne-des-Lacs,Québec,Canada,Kill Me Now,Anglais,Drame,2021-01-15,15000.00,15000.00,Avance,Programme d'aide au développement,0
2020-2021,P4,Films du Rapide-Blanc Inc.,Montréal,Québec,Canada,L'IMPERMANENCE,Français,Documentaire,2021-02-04,15000.00,15000.00,Avance,Programme d'aide au développement,0
2020-2021,P4,Films du Rapide-Blanc Inc.,Montréal,Québec,Canada,Funambule,Français,Drame,2021-02-04,15000.00,15000.00,Avance,Programme d'aide au développement,0
2020-2021,P4,Frantic Films Corporation,Winnipeg,Manitoba,Canada,Not Dead Yet,Anglais,Drame,2021-02-24,15000.00,15000.00,Avance,Programme d'aide au développement,0
2020-2021,P4,MacLaren Productions Inc.,Toronto,Ontario,Canada,The Perdu Woman,Anglais,Comédie,2021-01-25,15000.00,15000.00,Avance,Programme d'aide au développement,0
2020-2021,P4,Films Reflektor Inc.,Montréal,Québec,Canada,All my life,Anglais,Documentaire,2021-02-18,15000.00,15000.00,Avance,Programme d'aide au développement,0
2020-2021,P4,Endgame Films Corporation,Toronto,Ontario,Canada,Manuela,Anglais,Drame,2021-01-29,15000.00,15000.00,Avance,Programme d'aide au développement,0
2020-2021,P4,Endgame Films Corporation,Toronto,Ontario,Canada,White River,Anglais,Drame,2021-01-29,15000.00,15000.00,Avance,Programme d'aide au développement,0
2020-2021,P4,1371097 Ontario Ltd. O/A CaribbeanTales,Toronto,Ontario,Canada,In The Black,Anglais,Drame,2021-03-12,15000.00,15000.00,Avance,Programme d'aide au développement,0
2020-2021,P4,1371097 Ontario Ltd. O/A CaribbeanTales,Toronto,Ontario,Canada,Siparia,Anglais,Science-fiction/Film fantastique/Conte,2021-03-12,15000.00,15000.00,Avance,Programme d'aide au développement,0
2020-2021,P4,Clique Pictures Inc.,Toronto,Ontario,Canada,Modern Whore,Anglais,Drame,2021-01-29,15000.00,15000.00,Avance,Programme d'aide au développement,0
2020-2021,P4,Clique Pictures Inc.,Toronto,Ontario,Canada,Places in Between,Anglais,Drame,2021-01-29,15000.00,15000.00,Avance,Programme d'aide au développement,0
2020-2021,P4,Boomerang Films Inc.,Toronto,Ontario,Canada,Sound Within,Anglais,Drame historique,2021-02-16,15000.00,15000.00,Avance,Programme d'aide au développement,0
2020-2021,P4,Boomerang Films Inc.,Toronto,Ontario,Canada,Happier Ever After,Anglais,Comédie romantique,2021-02-16,15000.00,15000.00,Avance,Programme d'aide au développement,0
2020-2021,P4,Violator Films Inc.,Vancouver,Colombie-Britannique,Canada,Bad Bitches,Anglais,Drame,2021-01-14,15000.00,15000.00,Avance,Programme d'aide au développement,0
2020-2021,P4,Violator Films Inc.,Vancouver,Colombie-Britannique,Canada,Kill Me,Anglais,Drame,2021-01-14,15000.00,15000.00,Avance,Programme d'aide au développement,0
2020-2021,P4,Full Plate Productions Incorporated,Hamilton,Ontario,Canada,A Bad Day for Voodoo,Anglais,Comédie,2021-01-29,15000.00,15000.00,Avance,Programme d'aide au développement,0
2020-2021,P4,Full Plate Productions Incorporated,Hamilton,Ontario,Canada,APEX,Anglais,Horreur/Suspense,2021-01-29,15000.00,15000.00,Avance,Programme d'aide au développement,0
2020-2021,P4,Hawkeye Pictures Inc.,Toronto,Ontario,Canada,The Banquet,Anglais,Comédie romantique,2021-01-15,15000.00,15000.00,Avance,Programme d'aide au développement,0
2020-2021,P4,Hawkeye Pictures Inc.,Toronto,Ontario,Canada,The Honey Farm,Anglais,Horreur/Suspense,2021-01-15,15000.00,15000.00,Avance,Programme d'aide au développement,0
2020-2021,P4,Less Bland Productions Inc.,Saanichton,Colombie-Britannique,Canada,Tattie Bogles,Anglais,Comédie,2021-01-28,15000.00,15000.00,Avance,Programme d'aide au développement,0
2020-2021,P4,Less Bland Productions Inc.,Saanichton,Colombie-Britannique,Canada,The Reclamation of Steve Joe,Anglais,Comédie,2021-01-28,15000.00,15000.00,Avance,Programme d'aide au développement,0
2020-2021,P4,Elevation Pictures Productions Corp.,Toronto,Ontario,Canada,Crescendo,Anglais,Horreur/Suspense,2021-03-29,15000.00,15000.00,Avance,Programme d'aide au développement,0
2020-2021,P4,Les Films de L'Hydre Inc.,Montréal,Québec,Canada,Le mensonge,Français,Film musical,2021-01-12,15000.00,15000.00,Avance,Programme d'aide au développement,0
2020-2021,P4,Les Films de L'Hydre Inc.,Montréal,Québec,Canada,Play by Play,Anglais,Comédie romantique,2021-01-12,15000.00,15000.00,Avance,Programme d'aide au développement,0
2020-2021,P4,2808641 Ontario Inc.,Toronto,Ontario,Canada,Unfamilied,Anglais,Comédie,2021-03-15,15000.00,15000.00,Avance,Programme d'aide au développement,0
2020-2021,P4,Howie Role Productions Inc.,Vancouver,Colombie-Britannique,Canada,Project Ivan,Anglais,Science-fiction/Film fantastique/Conte,2021-01-12,15000.00,15000.00,Avance,Programme d'aide au développement,0
2020-2021,P4,North Country Cinema Productions Inc.,Calgary,Alberta,Canada,Golf & Country,Anglais,Horreur/Suspense,2021-02-03,15000.00,15000.00,Avance,Programme d'aide au développement,0
2020-2021,P4,Principia Productions Ltd.,West Vancouver,Colombie-Britannique,Canada,Nadia!,Anglais,Drame,2021-02-04,15000.00,15000.00,Avance,Programme d'aide au développement,0
2020-2021,P4,Principia Productions Ltd.,West Vancouver,Colombie-Britannique,Canada,The Tenant,Anglais,Comédie romantique,2021-02-04,15000.00,15000.00,Avance,Programme d'aide au développement,0
2020-2021,P4,Neophyte Productions Inc.,Toronto,Ontario,Canada,Moon Sign,Anglais,Horreur/Suspense,2021-01-19,15000.00,15000.00,Avance,Programme d'aide au développement,0
2020-2021,P4,Neophyte Productions Inc.,Toronto,Ontario,Canada,How & When,Anglais,Film musical,2021-01-19,15000.00,15000.00,Avance,Programme d'aide au développement,0
2020-2021,P4,696276 NB Inc.,Fredericton,Nouveau-Brunswick,Canada,The Last Tree,Anglais,Drame,2021-01-25,15000.00,15000.00,Avance,Programme d'aide au développement,0
2020-2021,P4,696276 NB Inc.,Fredericton,Nouveau-Brunswick,Canada,The Wonderful Future,Anglais,Science-fiction/Film fantastique/Conte,2021-01-25,15000.00,15000.00,Avance,Programme d'aide au développement,0
2020-2021,P4,Insight Productions Ltd.,Toronto,Ontario,Canada,Whispers and Lies,Anglais,Horreur/Suspense,2021-03-12,15000.00,15000.00,Avance,Programme d'aide au développement,0
2020-2021,P4,Optic Nerve Films Inc.,Vancouver,Colombie-Britannique,Canada,The Killer Whale Who Changed the World,Anglais,Drame,2021-02-12,15000.00,15000.00,Avance,Programme d'aide au développement,0
2020-2021,P4,Tabula Dada Productions Inc.,Vancouver,Colombie-Britannique,Canada,Jekyll's Ransom,Anglais,Drame,2021-02-15,15000.00,15000.00,Avance,Programme d'aide au développement,0
2020-2021,P4,Tabula Dada Productions Inc.,Vancouver,Colombie-Britannique,Canada,Fear the Night,Anglais,Science-fiction/Film fantastique/Conte,2021-02-15,15000.00,15000.00,Avance,Programme d'aide au développement,0
2020-2021,P4,Hunkpapa Films Inc.,Vancouver,Colombie-Britannique,Canada,Sally and the Stinky Pea,Anglais,Drame,2021-02-09,18000.00,18000.00,Avance,Programme d'aide au développement,0
2020-2021,P4,Visceral Village Productions Inc.,Vancouver,Colombie-Britannique,Canada,Don't Look Back In Anger,Anglais,Comédie,2021-02-03,18000.00,18000.00,Avance,Programme d'aide au développement,0
2020-2021,P4,Opus 59 Films Inc.,Vancouver,Colombie-Britannique,Canada,King Arthur's Night,Anglais,Documentaire,2021-01-14,15000.00,15000.00,Avance,Programme d'aide au développement,0
2020-2021,P4,Opus 59 Films Inc.,Vancouver,Colombie-Britannique,Canada,Stanley Park,Anglais,Drame,2021-01-14,15000.00,15000.00,Avance,Programme d'aide au développement,0
2020-2021,P4,Inner City Films Development Inc.,Toronto,Ontario,Canada,Boy Wonder,Anglais,Drame,2021-01-28,15000.00,15000.00,Avance,Programme d'aide au développement,0
2020-2021,P4,Inner City Films Development Inc.,Toronto,Ontario,Canada,Neutrino,Anglais,Science-fiction/Film fantastique/Conte,2021-01-28,15000.00,15000.00,Avance,Programme d'aide au développement,0
2020-2021,P4,Jobro Productions Inc.,Toronto,Ontario,Canada,Plague Angel,Anglais,Drame,2021-01-29,15000.00,15000.00,Avance,Programme d'aide au développement,0
2020-2021,P4,Jobro Productions Inc.,Toronto,Ontario,Canada,Telephone,Anglais,Science-fiction/Film fantastique/Conte,2021-01-29,15000.00,15000.00,Avance,Programme d'aide au développement,0
2020-2021,P4,Hoggwild Films Inc.,Victoria,Colombie-Britannique,Canada,"Burning Yourself, and Other Essential Skills",Anglais,Drame,2021-02-09,15000.00,15000.00,Avance,Programme d'aide au développement,0
2020-2021,P4,Hoggwild Films Inc.,Victoria,Colombie-Britannique,Canada,Untitled Secondary Infertility Dramedy,Anglais,Drame,2021-02-09,15000.00,15000.00,Avance,Programme d'aide au développement,0
